id,status_group
73486,non functional
60275,non functional
16754,non functional
13254,non functional
2330,non functional
44352,functional
57150,non functional
70947,functional
7961,functional
32137,non functional
62260,functional
42012,functional
68534,functional
18768,non functional
9569,non functional
44489,non functional
40106,non functional
29213,functional needs repair
51735,functional needs repair
54021,functional
34490,non functional
59510,functional needs repair
62532,functional needs repair
37179,functional
46852,functional needs repair
71382,functional needs repair
20874,non functional
26254,non functional
12553,functional
59960,non functional
22248,non functional
67000,functional
58548,non functional
35189,functional
13279,non functional
52026,non functional
25253,non functional
26687,functional
36587,functional needs repair
65282,functional needs repair
3924,functional
22526,non functional
47240,functional
48300,functional
49279,functional
28779,functional needs repair
25270,functional
41752,non functional
6125,functional
10485,functional
43009,functional
23818,functional
25309,functional
53712,non functional
12565,non functional
33931,functional
70280,functional needs repair
64718,functional
39093,functional
24270,functional
32854,non functional
24694,functional
5330,non functional
32963,functional
8086,functional
73846,functional
28519,functional
39055,functional needs repair
40666,non functional
20360,functional
19216,functional
52954,functional
71654,functional needs repair
56780,non functional
31603,functional
70258,functional
25087,functional
3445,non functional
40823,non functional
34080,functional
26535,non functional
43928,non functional
32691,non functional
61120,functional
9407,functional
19862,functional
29773,functional needs repair
47139,non functional
28885,non functional
69783,functional
61095,non functional
9190,non functional
62467,functional
12478,non functional
66708,functional
70747,functional
7212,non functional
814,non functional
32148,non functional
3678,non functional
44233,non functional
26633,non functional
54542,functional needs repair
22772,functional
66931,non functional
39200,functional
46342,non functional
57881,functional
26681,functional
60714,functional
22338,functional
74103,functional
27944,functional
50306,functional
30083,functional
10672,functional
16787,non functional
10091,functional
38902,functional
37211,non functional
60087,functional
11465,functional
9552,functional
41950,non functional
53494,functional
35205,non functional
68067,functional
27443,functional
51172,functional
10055,functional
17476,non functional
36874,functional
49964,non functional
64359,functional
20481,non functional
29065,functional
29286,functional
10446,functional
22664,non functional
34028,functional
32096,functional
46984,functional
68169,non functional
55330,functional
41394,functional
37033,functional
22261,functional
33632,functional
7180,functional
46799,non functional
13936,functional
41650,non functional
55022,functional
35872,non functional
15666,functional needs repair
38178,non functional
17634,functional
68121,functional
51500,functional
26450,functional
23958,functional
32528,non functional
22970,non functional
17826,non functional
34977,non functional
52248,functional
52644,non functional
36446,non functional
41004,non functional
49492,functional
53432,functional
16696,functional needs repair
44047,functional
17541,functional needs repair
73699,functional
63647,functional needs repair
39812,functional needs repair
43736,non functional
39459,non functional
36988,functional
65563,functional needs repair
19213,functional
39469,functional
21651,functional needs repair
49906,functional
28642,non functional
33588,functional
73681,non functional
46323,functional
696,functional
20364,non functional
4638,functional
6616,functional
18041,non functional
46642,non functional
40531,non functional
27238,functional
24252,functional needs repair
64648,non functional
25279,functional
58840,non functional
67812,functional
27892,functional
2530,functional
50396,non functional
72621,functional
68091,functional needs repair
29023,functional
8273,functional
6022,non functional
53438,functional
35377,non functional
62373,functional
52686,functional
6744,non functional
44784,functional
63347,functional
69806,functional
63274,functional
3752,functional
20567,functional
14409,functional
40282,functional
24856,non functional
